pkSeqID,proto,saddr,sport,daddr,dport,seq,stddev,N_IN_Conn_P_SrcIP,min,state_number,mean,N_IN_Conn_P_DstIP,drate,srate,max,attack,category,subcategory
3125744,udp,192.168.100.149,60114,192.168.100.3,80,234966,1.909587,87,0,4,2.700562,100,0,0.493337,4.053365,1,DDoS,UDP
3204894,udp,192.168.100.147,60793,192.168.100.3,80,51966,0.822767,66,2.981007,4,3.984499,100,0,0.93137,4.996316,1,DDoS,UDP
2099050,tcp,192.168.100.149,1801,192.168.100.3,80,185656,1.843122,86,0,1,2.604764,100,0,0.333406,3.991115,1,DDoS,TCP
1756394,tcp,192.168.100.150,22553,192.168.100.3,80,105153,0,100,0.157638,1,0.157638,100,0,6.343648,0.157638,1,DDoS,TCP
2104899,tcp,192.168.100.149,4587,192.168.100.3,80,191505,0.056067,100,4.066108,1,4.122175,100,0.124127,0.408681,4.178242,1,DDoS,TCP
1896270,tcp,192.168.100.148,753,192.168.100.3,80,245029,0,80,0.21836,1,0.21836,100,0,4.579593,0.21836,1,DDoS,TCP
2410079,tcp,192.168.100.147,38465,192.168.100.3,80,234539,1.439143,27,0,3,2.035087,100,0,0.333249,3.075291,1,DDoS,TCP
2160270,tcp,192.168.100.150,2388,192.168.100.3,80,246877,1.885917,100,0,1,1.333545,100,0,0.210035,4.000635,1,DDoS,TCP
2434029,tcp,192.168.100.150,7242,192.168.100.3,80,258489,0.091295,100,3.871482,3,3.962777,100,0,0.255623,4.054073,1,DDoS,TCP
1932324,tcp,192.168.100.148,50524,192.168.100.3,80,18927,1.643142,100,0,3,2.322023,100,0,0.220162,3.5607,1,DDoS,TCP
2470531,tcp,192.168.100.148,52686,192.168.100.3,80,32843,1.176598,100,0,3,0.831981,100,0,0.077417,2.495942,1,DDoS,TCP
3063709,udp,192.168.100.148,25589,192.168.100.3,80,172931,0.640957,100,2.748506,4,3.654943,100,0,0.729662,4.112169,1,DDoS,UDP
3552528,udp,192.168.100.149,4622,192.168.100.3,80,137447,0.951746,100,2.073319,4,3.418721,100,0,0.487111,4.125343,1,DDoS,UDP
1714752,tcp,192.168.100.149,13079,192.168.100.3,80,63511,0,91,0,3,0,100,0,0.094489,0,1,DDoS,TCP
3319681,udp,192.168.100.148,11303,192.168.100.3,80,166753,0.64546,100,2.7704,4,3.682298,100,0,0.725181,4.173738,1,DDoS,UDP
2680311,udp,192.168.100.148,19758,192.168.100.3,80,51694,0.299238,47,3.503127,4,3.926202,100,0,0.601984,4.146193,1,DDoS,UDP
2621052,tcp,192.168.100.150,41212,192.168.100.3,80,183365,0.127537,75,0,1,0.103825,100,0.062742,0.151228,0.275065,1,DDoS,TCP
3542818,udp,192.168.100.148,57504,192.168.100.3,80,127737,1.386292,100,1.182096,4,3.142478,100,0,0.665626,4.142342,1,DDoS,UDP
2824927,udp,192.168.100.150,38632,192.168.100.3,80,196310,1.782026,100,0,4,2.494602,100,0,0.43348,4.051972,1,DDoS,UDP
2544450,tcp,192.168.100.148,6366,192.168.100.3,80,106763,1.766363,100,0,3,1.01981,100,0,0.094124,4.079241,1,DDoS,TCP
1654782,tcp,192.168.100.147,4605,192.168.100.3,80,3541,0.079296,100,0.003297,1,0.082594,100,0.111208,0.333625,0.16189,1,DDoS,TCP
2043234,tcp,192.168.100.150,42983,192.168.100.3,80,129840,0.082611,100,4.011472,3,4.094071,100,0,0.206811,4.176671,1,DDoS,TCP
3095450,udp,192.168.100.148,39599,192.168.100.3,80,204672,1.28097,100,1.389832,4,3.201397,100,0,0.729003,4.10734,1,DDoS,UDP
2008828,tcp,192.168.100.148,867,192.168.100.3,80,95434,1.906853,100,0,3,2.650228,100,0,0.271472,4.407028,1,DDoS,TCP
1830546,tcp,192.168.100.150,40686,192.168.100.3,80,179305,0,100,0.303539,1,0.303539,100,0,3.29447,0.303539,1,DDoS,TCP
1807607,tcp,192.168.100.148,43555,192.168.100.3,80,156366,0,69,0,3,0,100,0,0,0,1,DDoS,TCP
1849935,tcp,192.168.100.149,49187,192.168.100.3,80,198694,0,100,0,3,0,100,0,0,0,1,DDoS,TCP
2492165,tcp,192.168.100.150,22884,192.168.100.3,80,54477,0.121766,82,0,1,0.09942,100,0.110675,0.155074,0.24958,1,DDoS,TCP
2819617,udp,192.168.100.150,36842,192.168.100.3,80,191000,1.810208,94,0,4,2.544451,100,0,0.428446,4.060826,1,DDoS,UDP
2493444,tcp,192.168.100.147,64089,192.168.100.3,80,55756,1.248753,56,0,3,1.248753,100,0,0.058707,2.497506,1,DDoS,TCP
2328837,tcp,192.168.100.147,6713,192.168.100.3,80,153297,1.383184,81,0.192375,1,2.147976,100,0.158662,0.477102,3.164678,1,DDoS,TCP
3144692,udp,192.168.100.149,2015,192.168.100.3,80,253914,1.910857,100,0,4,2.702359,100,0,0.493177,4.054231,1,DDoS,UDP
3559813,udp,192.168.100.147,44513,192.168.100.3,80,144732,1.880682,55,0.983403,4,3.643065,100,0,1.005578,4.98253,1,DDoS,UDP
2501648,tcp,192.168.100.149,39250,192.168.100.3,80,63960,0.106144,53,0,3,0.061283,100,0,0.092231,0.24513,1,DDoS,TCP
3122509,udp,192.168.100.149,58579,192.168.100.3,80,231731,1.910043,100,0,4,2.701206,100,0,0.49338,4.054329,1,DDoS,UDP
1750635,tcp,192.168.100.150,21130,192.168.100.3,80,99394,0,66,0.165885,1,0.165885,100,0,6.028273,0.165885,1,DDoS,TCP
2051348,tcp,192.168.100.150,44987,192.168.100.3,80,137954,0.083225,52,3.992241,3,4.075478,100,0,0.207035,4.158714,1,DDoS,TCP
2978197,udp,192.168.100.150,33639,192.168.100.3,80,87419,0.949414,100,2.014751,4,3.357419,100,0,0.494807,4.032163,1,DDoS,UDP
2254270,tcp,192.168.100.149,21561,192.168.100.3,80,78729,1.674356,95,0,3,2.362391,100,0,0.283351,3.683344,1,DDoS,TCP
2032338,tcp,192.168.100.148,13146,192.168.100.3,80,118944,1.936717,71,0,3,2.67186,100,0,0.271205,4.529501,1,DDoS,TCP
2351998,tcp,192.168.100.149,42987,192.168.100.3,80,176458,0.121681,100,3.421801,3,3.543486,100,0,0.282545,3.66517,1,DDoS,TCP
2587872,tcp,192.168.100.149,48813,192.168.100.3,80,150185,0.109172,35,0,1,0.134917,100,0.094965,0.143329,0.267383,1,DDoS,TCP
2570960,tcp,192.168.100.148,19792,192.168.100.3,80,133273,0,100,0,3,0,100,0,0.091664,0,1,DDoS,TCP
2520048,tcp,192.168.100.150,25540,192.168.100.3,80,82360,0.11732,39,0,3,0.05866,100,0,0.129326,0.2933,1,DDoS,TCP
3245695,udp,192.168.100.147,14191,192.168.100.3,80,92767,1.41391,100,1.982677,4,3.982139,100,0,1.003222,4.999763,1,DDoS,UDP
2834568,udp,192.168.100.150,41930,192.168.100.3,80,205951,1.738537,100,0,4,2.406231,100,0,0.443557,4.046734,1,DDoS,UDP
2154795,tcp,192.168.100.149,23665,192.168.100.3,80,241402,0.100402,82,3.869512,1,3.969914,100,0,0.331713,4.070317,1,DDoS,TCP
2957642,udp,192.168.100.150,28226,192.168.100.3,80,66864,0.944298,100,2.031109,4,3.366544,100,0,0.494964,4.037032,1,DDoS,UDP
2981256,udp,192.168.100.150,34437,192.168.100.3,80,90478,0.952229,100,2.013463,4,3.360116,100,0,0.494773,4.035172,1,DDoS,UDP
2672816,udp,192.168.100.147,33029,192.168.100.3,80,44199,0.455387,100,3.980292,4,4.348079,100,0,0.841137,4.989808,1,DDoS,UDP
1997503,tcp,192.168.100.148,63557,192.168.100.3,80,84109,1.665285,100,0,3,1.177534,100,0,0.203991,3.532602,1,DDoS,TCP
2530339,tcp,192.168.100.149,43105,192.168.100.3,80,92651,0.104774,78,0,3,0.060491,100,0,0.090521,0.241966,1,DDoS,TCP
2867436,udp,192.168.100.149,56749,192.168.100.3,80,238819,0.256517,100,4.073269,4,4.32979,100,0,0.467804,4.586311,1,DDoS,UDP
2678990,udp,192.168.100.147,36247,192.168.100.3,80,50373,0.454716,100,3.978613,4,4.35183,100,0,0.842071,4.991961,1,DDoS,UDP
2945669,udp,192.168.100.149,21883,192.168.100.3,80,54891,0.951315,39,2.037437,4,3.38279,100,0,0.493109,4.059492,1,DDoS,UDP
3306305,udp,192.168.100.148,1516,192.168.100.3,80,153377,0.647463,50,2.769415,4,3.683913,100,0,0.652324,4.180887,1,DDoS,UDP
1946366,tcp,192.168.100.150,21765,192.168.100.3,80,32969,2.302135,100,0,1,2.302135,100,0,0.203772,4.604269,1,DDoS,TCP
2924272,udp,192.168.100.147,49096,192.168.100.3,80,33494,1.374237,100,1.96109,4,3.904491,100,0,1.024249,4.889751,1,DDoS,UDP
3023450,udp,192.168.100.148,11048,192.168.100.3,80,132672,0.632751,100,2.761059,4,3.655903,100,0,0.656496,4.103662,1,DDoS,UDP
2577573,tcp,192.168.100.148,23049,192.168.100.3,80,139886,0.117147,100,0,1,0.095352,100,0.03966,0.136597,0.253005,1,DDoS,TCP
2485646,tcp,192.168.100.150,20375,192.168.100.3,80,47958,0.124998,100,0,1,0.168905,100,0.095797,0.196941,0.310608,1,DDoS,TCP
2379824,tcp,192.168.100.150,53784,192.168.100.3,80,204284,1.72158,88,0,1,2.434652,100,0,0.357744,3.662229,1,DDoS,TCP
2621701,tcp,192.168.100.147,48661,192.168.100.3,80,184014,0,100,0,3,0,100,0,0.069217,0,1,DDoS,TCP
2212107,tcp,192.168.100.148,56089,192.168.100.3,80,36566,1.51796,99,0,3,2.130997,100,0,0.309177,3.421091,1,DDoS,TCP
3168387,udp,192.168.100.147,50297,192.168.100.3,80,15459,0.948895,100,2.968928,4,4.310851,100,0,1.003243,4.987789,1,DDoS,UDP
2567252,tcp,192.168.100.148,18062,192.168.100.3,80,129565,0,100,0,3,0,100,0,0.091928,0,1,DDoS,TCP
1896509,tcp,192.168.100.150,57054,192.168.100.3,80,245268,0,11,0,3,0,100,0,0,0,1,DDoS,TCP
3531292,udp,192.168.100.150,15049,192.168.100.3,80,116211,0.822325,42,2.31893,4,3.481872,100,0,0.482746,4.063922,1,DDoS,UDP
2055458,tcp,192.168.100.148,21667,192.168.100.3,80,142064,0.47075,86,3.408829,1,3.758609,100,0,0.338754,4.424059,1,DDoS,TCP
3251721,udp,192.168.100.149,49332,192.168.100.3,80,98793,0.998465,100,2.026379,4,3.438209,100,0,0.485837,4.165376,1,DDoS,UDP
2892646,udp,192.168.100.148,47154,192.168.100.3,80,1866,0.633917,100,2.760316,4,3.656807,100,0,0.72958,4.105264,1,DDoS,UDP
1925052,tcp,192.168.100.147,41216,192.168.100.3,80,11651,1.527126,52,0,1,2.644342,100,0.279084,0.432817,3.583155,1,DDoS,TCP
3449139,udp,192.168.100.149,55485,192.168.100.3,80,34058,1.935813,91,0,4,2.737374,100,0,0.420249,4.139944,1,DDoS,UDP
3499990,udp,192.168.100.147,19190,192.168.100.3,80,84909,0.968455,100,2.908963,4,4.278286,100,0,0.942639,4.986742,1,DDoS,UDP
3522275,udp,192.168.100.149,64578,192.168.100.3,80,107194,1.927733,43,0,4,2.725985,100,0,0.421012,4.120391,1,DDoS,UDP
2859053,udp,192.168.100.150,52768,192.168.100.3,80,230436,0.342883,48,4.028269,4,4.371148,100,0,0.464613,4.714028,1,DDoS,UDP
2967629,udp,192.168.100.148,61468,192.168.100.3,80,76851,0.635591,51,2.759607,4,3.658447,100,0,0.728988,4.113529,1,DDoS,UDP
3010258,udp,192.168.100.149,36474,192.168.100.3,80,119480,1.909005,49,0,4,2.699733,100,0,0.493549,4.054681,1,DDoS,UDP
3428354,udp,192.168.100.148,31432,192.168.100.3,80,13273,0.647356,100,2.75341,4,3.668357,100,0,0.728822,4.153394,1,DDoS,UDP
2771638,udp,192.168.100.150,22256,192.168.100.3,80,143021,0.182897,79,4.06035,4,4.243253,100,0,0.380668,4.426155,1,DDoS,UDP
2112017,tcp,192.168.100.149,8948,192.168.100.3,80,198623,0.045384,100,3.926939,3,3.972323,100,0,0.248,4.017707,1,DDoS,TCP
2215260,tcp,192.168.100.147,44798,192.168.100.3,80,39719,0.096281,100,2.755111,3,2.885034,100,0,0.33789,2.98527,1,DDoS,TCP
2526269,tcp,192.168.100.147,17065,192.168.100.3,80,88581,0,65,0,3,0,100,0,0.078089,0,1,DDoS,TCP
3015206,udp,192.168.100.148,8101,192.168.100.3,80,124428,0.633546,100,2.761041,4,3.657009,100,0,0.729404,4.105759,1,DDoS,UDP
2217383,tcp,192.168.100.148,57349,192.168.100.3,80,41842,1.525744,60,0,3,2.139531,100,0,0.308065,3.451467,1,DDoS,TCP
3139717,udp,192.168.100.150,4125,192.168.100.3,80,248939,1.899725,100,0,4,2.686617,100,0,0.494674,4.030666,1,DDoS,UDP
3095629,udp,192.168.100.150,51045,192.168.100.3,80,204851,1.899329,100,0,4,2.686056,100,0,0.494864,4.031516,1,DDoS,UDP
2742362,udp,192.168.100.150,14842,192.168.100.3,80,113745,2.076775,100,0,4,2.914424,100,0,0.39123,4.686426,1,DDoS,UDP
2333870,tcp,192.168.100.149,39198,192.168.100.3,80,158330,1.65546,100,0,1,2.340302,100,0,0.378128,3.565787,1,DDoS,TCP
3177212,udp,192.168.100.148,39773,192.168.100.3,80,24284,0.649156,72,2.769798,4,3.68768,100,0,0.723882,4.161674,1,DDoS,UDP
2695844,udp,192.168.100.150,2936,192.168.100.3,80,67227,1.658864,61,0,4,2.024729,100,0,0.329276,4.063298,1,DDoS,UDP
1899956,tcp,192.168.100.149,64603,192.168.100.3,80,248715,0,100,0,3,0,100,0,0,0,1,DDoS,TCP
3323487,udp,192.168.100.148,13957,192.168.100.3,80,170559,0.645225,100,2.769945,4,3.68153,100,0,0.725313,4.172429,1,DDoS,UDP
1733920,tcp,192.168.100.147,29667,192.168.100.3,80,82679,2.305969,74,0,3,2.305969,100,0,0.13806,4.611939,1,DDoS,TCP
3007854,udp,192.168.100.147,10418,192.168.100.3,80,117076,1.368218,100,1.975205,4,3.910138,100,0,1.02512,4.885154,1,DDoS,UDP
2139394,tcp,192.168.100.148,49122,192.168.100.3,80,226001,0.134253,100,3.342541,1,3.47679,100,0,0.274128,3.61104,1,DDoS,TCP
1876146,tcp,192.168.100.148,60330,192.168.100.3,80,224905,0,79,0.301785,1,0.301785,100,0,3.313617,0.301785,1,DDoS,TCP
3403592,udp,192.168.100.150,30150,192.168.100.3,80,250664,1.927523,100,0,4,2.725912,100,0,0.490697,4.097365,1,DDoS,UDP
2014270,tcp,192.168.100.148,4209,192.168.100.3,80,100876,1.931649,100,0,1,2.700933,100,0,0.339352,4.405838,1,DDoS,TCP
2295472,tcp,192.168.100.148,12226,192.168.100.3,80,119932,1.538936,74,0,3,2.171191,100,0,0.306893,3.386906,1,DDoS,TCP
2052453,tcp,192.168.100.148,20084,192.168.100.3,80,139059,1.888353,100,0,3,2.615223,100,0,0.272277,4.391098,1,DDoS,TCP
3272684,udp,192.168.100.147,30891,192.168.100.3,80,119756,0.821708,100,2.983253,4,3.988147,100,0,1.002564,4.996011,1,DDoS,UDP
2462004,tcp,192.168.100.147,55207,192.168.100.3,80,24316,1.076533,100,0,1,0.873623,100,0,0.123209,2.390236,1,DDoS,TCP
1691074,tcp,192.168.100.149,6814,192.168.100.3,80,39833,0,78,0,3,0,100,0,0.094741,0,1,DDoS,TCP
2063714,tcp,192.168.100.148,24985,192.168.100.3,80,150320,1.959535,100,0,1,2.695167,100,0,0.339042,4.601075,1,DDoS,TCP
2877894,udp,192.168.100.149,61952,192.168.100.3,80,249277,0.138641,100,4.070355,4,4.208988,100,0,0.478655,4.347622,1,DDoS,UDP
2927931,udp,192.168.100.150,20591,192.168.100.3,80,37153,0.941723,100,2.040146,4,3.371939,100,0,0.49448,4.040271,1,DDoS,UDP
3567591,udp,192.168.100.148,61359,192.168.100.3,80,152510,0.743644,64,2.543488,4,3.594937,100,0,0.740924,4.139304,1,DDoS,UDP
3373968,udp,192.168.100.150,16733,192.168.100.3,80,221040,1.923075,100,0,4,2.719595,100,0,0.49079,4.092761,1,DDoS,UDP
3353756,udp,192.168.100.150,5969,192.168.100.3,80,200828,1.924374,100,0,4,2.721421,100,0,0.490622,4.096952,1,DDoS,UDP
2168401,tcp,192.168.100.150,8298,192.168.100.3,80,255008,2.034132,100,0,3,2.034132,100,0,0.140207,4.068265,1,DDoS,TCP
1771698,tcp,192.168.100.148,34767,192.168.100.3,80,120457,0,44,0,3,0,100,0,0.100669,0,1,DDoS,TCP
3124779,udp,192.168.100.150,61583,192.168.100.3,80,234001,1.900036,47,0,4,2.687056,100,0,0.495003,4.032839,1,DDoS,UDP
2086941,tcp,192.168.100.147,55791,192.168.100.3,80,173547,1.706516,89,0,3,2.413107,100,0,0.292149,3.651005,1,DDoS,TCP
3286919,udp,192.168.100.149,54589,192.168.100.3,80,133991,1.95468,72,0,4,2.764234,100,0,0.484428,4.166703,1,DDoS,UDP
2914810,udp,192.168.100.148,50789,192.168.100.3,80,24032,0.634436,100,2.759727,4,3.656953,100,0,0.729412,4.107182,1,DDoS,UDP
2282761,tcp,192.168.100.148,6850,192.168.100.3,80,107221,1.571785,86,0,3,2.218975,100,0,0.306265,3.441938,1,DDoS,TCP
3257837,udp,192.168.100.147,22307,192.168.100.3,80,104909,0.951814,100,2.970799,4,3.648426,100,0,0.931452,4.994485,1,DDoS,UDP
2346141,tcp,192.168.100.148,26144,192.168.100.3,80,170601,1.526702,100,0,3,2.150726,100,0,0.311714,3.390449,1,DDoS,TCP
2081954,tcp,192.168.100.150,51528,192.168.100.3,80,168560,1.855377,79,0,1,1.394816,100,0.248946,0.274191,4.016932,1,DDoS,TCP
3386420,udp,192.168.100.150,22385,192.168.100.3,80,233492,1.92125,48,0,4,2.717033,100,0,0.490627,4.085718,1,DDoS,UDP
3195537,udp,192.168.100.150,43258,192.168.100.3,80,42609,0.974713,100,2.025911,4,3.404169,100,0,0.490734,4.113377,1,DDoS,UDP
2541021,tcp,192.168.100.148,4220,192.168.100.3,80,103334,1.551443,100,0.292393,1,1.407432,100,0.043095,0.117866,3.601405,1,DDoS,TCP
3052299,udp,192.168.100.147,31001,192.168.100.3,80,161521,1.370073,100,1.971754,4,3.909325,100,0,1.024997,4.880945,1,DDoS,UDP
2225754,tcp,192.168.100.150,19381,192.168.100.3,80,50213,0.070138,94,3.56539,3,3.635528,100,0,0.271161,3.705665,1,DDoS,TCP
2239435,tcp,192.168.100.147,49527,192.168.100.3,80,63894,1.467678,65,0,1,2.072698,100,0,0.414262,3.204243,1,DDoS,TCP
2321792,tcp,192.168.100.147,1461,192.168.100.3,80,146252,1.41514,100,0,3,1.99885,100,0,0.323785,3.084194,1,DDoS,TCP
2381557,tcp,192.168.100.147,28303,192.168.100.3,80,206017,1.419504,100,0,3,2.007466,100,0,0.327772,3.018248,1,DDoS,TCP
2355911,tcp,192.168.100.147,19203,192.168.100.3,80,180371,1.485883,41,0,1,2.098143,100,0,0.404083,3.247816,1,DDoS,TCP
2771867,udp,192.168.100.149,22132,192.168.100.3,80,143250,2.006394,87,0,4,2.828902,100,0,0.397622,4.43417,1,DDoS,UDP
2108189,tcp,192.168.100.149,6635,192.168.100.3,80,194795,0.04958,61,3.923856,3,3.973426,100,0,0.248056,4.022997,1,DDoS,TCP
3431999,udp,192.168.100.148,32773,192.168.100.3,80,16918,0.646959,78,2.754073,4,3.668492,100,0,0.728873,4.152408,1,DDoS,UDP
2394030,tcp,192.168.100.147,32690,192.168.100.3,80,218490,1.419614,95,0,3,2.007567,100,0,0.329847,3.025918,1,DDoS,TCP
3258192,udp,192.168.100.148,57698,192.168.100.3,80,105264,0.64753,17,2.773716,4,3.689185,100,0,0.724554,4.166405,1,DDoS,UDP
1747818,tcp,192.168.100.147,33602,192.168.100.3,80,96577,2.305246,100,0.165949,1,2.471195,100,0.101302,0.273077,4.77644,1,DDoS,TCP
1966804,tcp,192.168.100.148,57172,192.168.100.3,80,53410,1.665185,27,0,3,1.177464,100,0,0.204227,3.532391,1,DDoS,TCP
2382315,tcp,192.168.100.148,37017,192.168.100.3,80,206775,1.520481,73,0,3,2.143142,100,0,0.316371,3.366363,1,DDoS,TCP
3152015,udp,192.168.100.150,35203,192.168.100.3,80,261238,0.017777,100,4.038188,4,4.05602,100,0,0.493826,4.073851,1,DDoS,UDP
2048817,tcp,192.168.100.148,18697,192.168.100.3,80,135423,1.901973,68,0,3,2.634726,100,0,0.271608,4.421042,1,DDoS,TCP
2734149,udp,192.168.100.148,37016,192.168.100.3,80,105532,0.898658,100,2.758022,4,3.945312,100,0,0.616941,4.931556,1,DDoS,UDP
2122907,tcp,192.168.100.148,43621,192.168.100.3,80,209513,1.826516,100,0,3,2.542508,100,0,0.274908,4.208707,1,DDoS,TCP
2620560,tcp,192.168.100.149,53514,192.168.100.3,80,182873,0,60,0,3,0,100,0,0.06989,0,1,DDoS,TCP
3525720,udp,192.168.100.149,65009,192.168.100.3,80,110639,1.009989,100,1.95522,4,3.383117,100,0,0.491246,4.127872,1,DDoS,UDP
3421061,udp,192.168.100.148,28551,192.168.100.3,80,5980,0.64782,100,2.752276,4,3.667884,100,0,0.728838,4.153108,1,DDoS,UDP
2047779,tcp,192.168.100.149,7885,192.168.100.3,80,134385,1.906534,27,0,1,2.693097,100,0,0.33073,4.152473,1,DDoS,TCP
2311819,tcp,192.168.100.150,41455,192.168.100.3,80,136279,0.140708,100,3.605766,1,3.746477,100,0,0.35481,3.887188,1,DDoS,TCP
3426742,udp,192.168.100.148,30780,192.168.100.3,80,11661,0.646461,62,2.753358,4,3.667096,100,0,0.728798,4.150002,1,DDoS,UDP
2922484,udp,192.168.100.149,15015,192.168.100.3,80,31706,0.951115,68,2.038279,4,3.383358,100,0,0.492983,4.057596,1,DDoS,UDP
2989290,udp,192.168.100.147,716,192.168.100.3,80,98512,1.369989,100,1.970606,4,3.908062,100,0,1.025008,4.878322,1,DDoS,UDP
2096635,tcp,192.168.100.150,55033,192.168.100.3,80,183241,1.996099,66,0,3,1.996099,100,0,0.139287,3.992198,1,DDoS,TCP
2850125,udp,192.168.100.150,48488,192.168.100.3,80,221508,0.416944,80,4.036867,4,4.453809,100,0,0.457843,4.870751,1,DDoS,UDP
2153772,tcp,192.168.100.150,172,192.168.100.3,80,240379,2.016765,100,0,3,2.016765,100,0,0.139477,4.03353,1,DDoS,TCP
2462799,tcp,192.168.100.150,15840,192.168.100.3,80,25111,0.121329,100,0,3,0.085401,100,0.105666,0.15291,0.276243,1,DDoS,TCP
3415752,udp,192.168.100.148,26314,192.168.100.3,80,664,1.289066,98,1.386155,4,3.208751,100,0,0.655918,4.153828,1,DDoS,UDP
2302612,tcp,192.168.100.147,62863,192.168.100.3,80,127072,1.413048,100,0,3,1.997238,100,0,0.326003,3.053631,1,DDoS,TCP
2732996,udp,192.168.100.147,53289,192.168.100.3,80,104379,0.034361,100,3.933126,4,3.981706,100,0,0.849345,4.006231,1,DDoS,UDP
2579025,tcp,192.168.100.149,48241,192.168.100.3,80,141338,0.111362,61,0,1,0.154905,100,0.094712,0.143653,0.256962,1,DDoS,TCP
2855687,udp,192.168.100.148,33239,192.168.100.3,80,227070,2.028204,18,0,4,2.862429,100,0,0.704909,4.452681,1,DDoS,UDP
2296097,tcp,192.168.100.148,12426,192.168.100.3,80,120557,1.532337,55,0,3,2.161809,100,0,0.307212,3.373186,1,DDoS,TCP
1822328,tcp,192.168.100.148,47270,192.168.100.3,80,171087,0,100,0.253574,1,0.253574,100,0,3.943622,0.253574,1,DDoS,TCP
2864431,udp,192.168.100.149,55280,192.168.100.3,80,235814,0.293627,45,4.062663,4,4.356294,100,0,0.465532,4.649924,1,DDoS,UDP
2488595,tcp,192.168.100.147,62766,192.168.100.3,80,50907,1.245546,99,0,3,1.245546,100,0,0.05914,2.491092,1,DDoS,TCP
2753532,udp,192.168.100.150,17765,192.168.100.3,80,124915,2.05109,90,0,4,2.88448,100,0,0.39412,4.591843,1,DDoS,UDP
2050612,tcp,192.168.100.150,44686,192.168.100.3,80,137218,0.089886,100,3.980425,3,4.0703,100,0,0.207164,4.160176,1,DDoS,TCP
2983978,udp,192.168.100.147,64906,192.168.100.3,80,93200,1.369232,92,1.970118,4,3.906504,100,0,1.025138,4.876512,1,DDoS,UDP
1718778,tcp,192.168.100.149,13861,192.168.100.3,80,67537,0,80,0,3,0,100,0,0.094564,0,1,DDoS,TCP
2154956,tcp,192.168.100.149,23927,192.168.100.3,80,241563,0.011007,100,3.889504,3,3.900469,100,0,0.25213,3.911434,1,DDoS,TCP
3179012,udp,192.168.100.148,40264,192.168.100.3,80,26084,0.64832,100,2.774015,4,3.690746,100,0,0.723889,4.162439,1,DDoS,UDP
3241117,udp,192.168.100.147,10947,192.168.100.3,80,88189,1.892067,100,0.961907,4,3.637563,100,0,0.860002,4.998386,1,DDoS,UDP
3480585,udp,192.168.100.147,7215,192.168.100.3,80,65504,1.376754,100,2.046257,4,3.993045,100,0,0.92915,4.992668,1,DDoS,UDP
3281981,udp,192.168.100.148,61722,192.168.100.3,80,129053,0.645161,20,2.772775,4,3.684496,100,0,0.724858,4.170757,1,DDoS,UDP
3133891,udp,192.168.100.150,592,192.168.100.3,80,243113,1.9016,100,0,4,2.689265,100,0,0.494515,4.037295,1,DDoS,UDP
2716854,udp,192.168.100.148,32630,192.168.100.3,80,88237,0.36581,82,3.35907,4,3.876369,100,0,0.611778,4.140393,1,DDoS,UDP
3396864,udp,192.168.100.148,49607,192.168.100.3,80,243936,1.290836,64,1.395278,4,3.220517,100,0,0.724247,4.160696,1,DDoS,UDP
1684285,tcp,192.168.100.149,4926,192.168.100.3,80,33044,0,80,0,3,0,100,0,0.09457,0,1,DDoS,TCP
